MoleculeID,LogP_pred,LogP_predRange,AD_LogP,AD_index_LogP,Conf_index_LogP
Molecule_529,-1.75,[-1.75:-1.66],1,0.998,0.783
Molecule_530,3.56,[3.54:3.58],1,0.998,0.966
Molecule_531,4.57,[4.52:4.62],1,0.998,0.815
Molecule_532,3.97,[3.73:4.24],1,0.734,0.802
Molecule_533,0.56,[0.55:0.57],1,0.998,0.926
Molecule_534,-1.29,[-1.35:-1.23],1,0.998,0.965
Molecule_535,0.39,[0.37:0.41],1,0.998,0.987
Molecule_536,2.19,[1.89:2.49],1,0.809,0.827
Molecule_537,3.86,[3.83:3.89],1,0.998,0.969
Molecule_538,7.38,[7.31:7.45],1,0.998,0.945
Molecule_539,6.1,[6.1:6.17],1,0.998,0.849
Molecule_540,4.25,[4.19:4.25],1,0.998,0.813
Molecule_541,1.28,[1.25:1.31],1,0.998,0.881
Molecule_542,6.03,[5.48:6.54],1,0.627,0.653
Molecule_543,4.76,[4.72:4.8],1,0.998,0.964
Molecule_544,3.84,[3.8:3.88],1,0.998,0.905
Molecule_545,-0.48,[-0.51:-0.45],1,0.998,0.951
Molecule_546,-2.78,[-2.79:-2.65],1,0.998,0.753
Molecule_547,6.02,[5.17:6.87],1,0.614,0.566
Molecule_548,5.13,[5.1:5.16],1,0.998,0.929
Molecule_549,4.6,[3.98:5.22],1,0.689,0.71
Molecule_550,6.35,[6.27:6.35],1,0.998,0.803
Molecule_551,1.7,[1.7:1.75],1,0.998,0.873
Molecule_552,-1.43,[-2.23:-0.63],1,0.569,0.547
Molecule_553,8.34,[8.23:8.35],1,0.998,0.814
Molecule_554,3.2,[2.08:4.43],1,0.446,0.413
Molecule_555,6.9,[6.77:6.91],1,0.998,0.731
Molecule_556,6.19,[6.16:6.22],1,0.998,0.942
Molecule_557,1.92,[1.92:1.95],1,0.998,0.86
Molecule_558,4.31,[2.34:6.28],1,0.491,0.303
Molecule_559,7.64,[7.6:7.68],1,0.998,0.981
Molecule_560,8,[7.88:8.12],1,0.998,0.783
Molecule_561,4.62,[4.62:4.77],1,0.998,0.739
Molecule_562,8,[7.93:8.07],1,0.998,0.88
Molecule_563,5.83,[5.2:6.46],1,0.617,0.612
Molecule_564,7.29,[7.25:7.33],1,0.998,0.956
Molecule_565,-0.79,[-1.85:0.27],1,0.504,0.518
Molecule_566,6.3,[3.53:9.07],1,0.585,0.176
Molecule_567,6.97,[6.89:7.05],1,0.998,0.803
Molecule_568,3.25,[3.21:3.25],1,0.998,0.871
Molecule_569,3.13,[2.68:3.58],1,0.444,0.644
Molecule_570,3.92,[3.9:3.94],1,0.998,0.888
Molecule_571,3.6,[2.8:4.4],1,0.538,0.562
Molecule_572,1.51,[1.45:1.57],1,0.998,0.926
Molecule_573,5.2,[4.45:5.95],1,0.634,0.598
Molecule_574,3.06,[3.02:3.1],1,0.998,0.85
Molecule_575,1.52,[1.52:1.58],1,0.998,0.849
Molecule_576,0.83,[0.61:1.27],1,0.822,0.748
Molecule_577,3.23,[3.18:3.28],1,0.998,0.949
Molecule_578,4.3,[2.49:6.11],1,0.513,0.317
Molecule_579,8.42,[8.16:8.68],1,0.463,0.652
Molecule_581,0.66,[0.65:0.67],1,0.998,0.977
Molecule_582,0.28,[0.28:0.3],1,0.998,0.921
Molecule_583,1,[-0.15:2.15],0,0.268,0.37
Molecule_584,5.7,[5.55:5.85],1,0.631,0.769
Molecule_585,2.66,[1.7:3.62],1,0.402,0.466
Molecule_586,2.78,[1.85:3.71],1,0.379,0.472
Molecule_587,3.1,[3.07:3.13],1,0.998,0.948
Molecule_588,5.02,[5.02:5.11],1,0.998,0.764
Molecule_589,2.69,[2.63:2.69],1,0.998,0.858
Molecule_590,-1.69,[-1.72:-1.66],1,0.998,0.892
Molecule_591,2.11,[2.06:2.16],1,0.998,0.973
Molecule_592,4.59,[4.59:4.63],1,0.998,0.857
Molecule_593,3.93,[3.89:3.97],1,0.998,0.897
Molecule_594,1.44,[1.38:1.5],1,0.998,0.854
Molecule_595,5.7,[5.7:5.75],1,0.998,0.926
Molecule_596,1.13,[1.02:1.24],1,0.998,0.86
Molecule_597,3.24,[3.23:3.25],1,0.998,0.976
Molecule_598,6.27,[6.19:6.35],1,0.998,0.849
Molecule_599,0.67,[-0.28:1.62],0,0.374,0.497
Molecule_600,3.22,[2.53:3.91],1,0.4,0.558
Molecule_601,1.18,[1.16:1.21],1,0.998,0.922
Molecule_602,5.27,[5.24:5.27],1,0.998,0.893
Molecule_603,7.7,[5.69:9.71],1,0.425,0.232
Molecule_604,3.14,[3:3.2],1,0.998,0.763
Molecule_605,0.39,[-0.47:1.25],1,0.611,0.558
Molecule_606,4.46,[3.6:5.32],1,0.618,0.609
Molecule_607,2.92,[1.79:4.05],1,0.568,0.474
Molecule_608,1.45,[0.69:2.21],1,0.568,0.618
Molecule_609,3.68,[3.66:3.7],1,0.998,0.961
Molecule_610,2.76,[2.58:2.94],1,0.662,0.771
Molecule_611,0.39,[0.34:0.44],1,0.998,0.858
Molecule_612,4.41,[4.27:4.55],1,0.998,0.802
Molecule_613,3.89,[3.82:3.96],1,0.998,0.833
Molecule_614,3.31,[3.18:3.44],1,0.998,0.832
Molecule_615,7.53,[7.53:7.61],1,0.998,0.837
Molecule_616,8.1,[8.03:8.17],1,0.998,0.97
Molecule_617,2.43,[0.01:4.93],1,0.474,0.172
Molecule_618,2.96,[2.78:3.14],1,0.635,0.763
Molecule_619,0.39,[-0.48:1.26],1,0.605,0.554
Molecule_620,-2.78,[-2.79:-2.64],1,0.998,0.742
Molecule_621,1.09,[0.4:1.78],1,0.553,0.573
Molecule_622,-3.59,[-3.6:-3.44],1,0.998,0.724
Molecule_623,1.16,[0.06:2.26],1,0.402,0.443
Molecule_624,-1.81,[-2.7:-1.1],1,0.49,0.546
Molecule_625,3.73,[3.22:4.24],1,0.618,0.665
Molecule_626,4,[3.93:4.07],1,0.998,0.891
Molecule_627,3.96,[3.47:4.45],1,0.732,0.698
Molecule_628,3.99,[3.95:4.03],1,0.998,0.903
Molecule_629,0.54,[-0.16:1.21],1,0.619,0.672
Molecule_630,2.82,[1.65:3.88],1,0.56,0.53
Molecule_631,5.73,[5.68:5.73],1,0.998,0.814
Molecule_632,4.13,[4.1:4.16],1,0.998,0.989
Molecule_633,6.95,[6.88:7.02],1,0.998,0.875
Molecule_634,1.6,[1.58:1.62],1,0.998,0.944
Molecule_635,2.64,[2.19:3.09],0,0.427,0.643
Molecule_636,-0.37,[-0.38:-0.22],1,0.998,0.705
Molecule_637,2,[1.98:2.02],1,0.998,0.955
Molecule_638,3.8,[2.83:4.77],1,0.494,0.504
Molecule_639,4.61,[4.59:4.63],1,0.998,0.944
Molecule_640,1.94,[1.75:2.13],1,0.545,0.76
Molecule_641,2.9,[2.9:3.02],1,0.998,0.747
Molecule_642,2.91,[2.91:2.98],1,0.998,0.822
Molecule_644,2.54,[2.48:2.55],1,0.998,0.856
Molecule_645,4.3,[4.2:4.3],1,0.998,0.809
Molecule_646,2.74,[2.74:2.76],1,0.998,0.963
Molecule_647,6.25,[6.21:6.29],1,0.998,0.914
Molecule_648,2.11,[2.08:2.14],1,0.998,0.863
Molecule_649,4.02,[3.82:4.19],1,0.759,0.798
Molecule_650,2.13,[2.06:2.2],1,0.998,0.839
Molecule_651,3.18,[3.18:3.2],1,0.998,0.936
Molecule_652,3.49,[3.46:3.52],1,0.998,0.895
Molecule_653,2.08,[2.06:2.1],1,0.998,0.933
Molecule_654,1.61,[1.52:1.7],1,0.998,0.903
Molecule_655,1.82,[1.79:1.82],1,0.998,0.892
Molecule_656,1.81,[1.81:1.87],1,0.998,0.824
Molecule_657,1,[-1.4:3.47],1,0.457,0.161
Molecule_661,4,[3.92:4],1,0.998,0.813
Molecule_665,3.2,[3.08:3.2],1,0.998,0.735
Molecule_666,4.45,[4.45:4.47],1,0.998,0.94
Molecule_668,0.65,[0.61:0.69],1,0.998,0.855
Molecule_670,0.63,[0.59:0.63],1,0.998,0.841
Molecule_672,2.53,[2.53:2.58],1,0.998,0.898
Molecule_678,3.6,[3.58:3.6],1,0.998,0.904
Molecule_687,3.35,[2.84:3.86],1,0.569,0.643
Molecule_690,4.58,[4.47:4.59],1,0.998,0.783
Molecule_692,2.46,[2.38:2.47],1,0.998,0.891
Molecule_693,3.97,[3.94:4],1,0.998,0.888
Molecule_695,3.2,[3.17:3.23],1,0.998,0.972
Molecule_696,3.2,[3.19:3.21],1,0.998,0.959
Molecule_697,1.05,[1.02:1.08],1,0.998,0.931
Molecule_701,2.24,[2.19:2.25],1,0.998,0.901
Molecule_706,0.61,[-1.3:2.52],0,0.451,0.286
Molecule_708,1.74,[1.7:1.74],1,0.998,0.867
Molecule_709,0.19,[-1.32:1.3],1,0.414,0.341
Molecule_710,2.14,[2.11:2.17],1,0.998,0.966
Molecule_711,4.36,[4:4.72],1,0.44,0.636
Molecule_712,0.88,[0.85:0.91],1,0.998,0.948
Molecule_713,3.99,[3.95:4.03],1,0.998,0.904
Molecule_714,3.06,[3.03:3.09],1,0.998,0.987
Molecule_715,1.06,[-0.01:2.04],1,0.572,0.505
Molecule_716,3.68,[3.17:4.19],1,0.664,0.676
Molecule_717,-0.95,[-0.97:-0.93],1,0.998,0.984
Molecule_718,6,[5.95:6],1,0.998,0.816
Molecule_719,3.08,[2.78:3.38],1,0.694,0.778
Molecule_720,-1.1,[-1.14:-1.06],1,0.998,0.867
Molecule_721,1.98,[1.95:2.01],1,0.998,0.928
Molecule_722,5.73,[4.94:6.52],1,0.648,0.624
Molecule_723,2.72,[2.4:3.04],1,0.617,0.77
Molecule_724,4.18,[3.55:4.78],1,0.623,0.667
Molecule_725,5.9,[5.86:5.94],1,0.998,0.853
Molecule_726,1.3,[1.22:1.3],1,0.998,0.799
Molecule_730,4.3,[4.3:4.34],1,0.998,0.908
Molecule_731,-0.41,[-0.43:-0.39],1,0.998,0.97
Molecule_732,1.59,[1.55:1.6],1,0.998,0.877
Molecule_733,1.19,[1.12:1.26],1,0.998,0.94
Molecule_735,-0.77,[-0.77:-0.71],1,0.998,0.866
Molecule_736,1.45,[1.43:1.47],1,0.998,0.952
Molecule_737,4.94,[4.92:4.96],1,0.998,0.964
Molecule_738,-1.03,[-2.16:0.31],1,0.838,0.523
Molecule_739,4,[3.96:4.04],1,0.998,0.858
Molecule_740,-2.15,[-2.16:-1.96],1,0.998,0.75
Molecule_741,-0.38,[-1.99:1.23],1,0.478,0.402
Molecule_743,1.44,[0.58:2.3],1,0.527,0.574
Molecule_745,2.31,[2.31:2.34],1,0.998,0.907
Molecule_746,2.36,[2.3:2.42],1,0.998,0.817
Molecule_747,2.12,[2.09:2.15],1,0.998,0.905
Molecule_748,1.8,[1.76:1.84],1,0.998,0.953
Molecule_749,0.87,[0.8:0.87],1,0.998,0.781
Molecule_751,1.65,[1.54:1.76],1,0.998,0.888
Molecule_752,3.31,[3.29:3.33],1,0.998,0.942
Molecule_753,2.1,[2.06:2.14],1,0.998,0.971
Molecule_755,1.02,[-1.01:3.05],0,0.137,0.145
Molecule_756,3.56,[3.48:3.64],1,0.998,0.867
Molecule_758,3.3,[3.26:3.34],1,0.998,0.923
Molecule_759,3.23,[3.17:3.29],1,0.998,0.92
Molecule_760,0.01,[-0.39:0.41],1,0.547,0.687
Molecule_761,5.8,[5.4:6.2],1,0.586,0.657
Molecule_762,0.93,[0.3:1.61],1,0.388,0.515
Molecule_763,1.49,[-0.25:3.23],1,0.369,0.29
Molecule_764,4.1,[3.24:4.96],1,0.366,0.488
Molecule_765,-1.29,[-3.49:0.91],1,0.605,0.281
Molecule_766,-3.92,[-5.13:-2.1],0,0.705,0.357
Molecule_767,7,[6.17:7.83],0,0.435,0.501
Molecule_768,2.18,[2.13:2.23],1,0.998,0.974
Molecule_769,-0.2,[-3.85:3.45],1,0.444,0.1
Molecule_770,-0.7,[-1.22:-0.18],1,0.407,0.58
Molecule_771,3.43,[2.55:4.26],1,0.63,0.56
Molecule_772,3.45,[1.8:5.1],1,0.252,0.243
Molecule_773,-0.3,[-0.38:-0.22],1,0.998,0.883
Molecule_774,3.5,[3.47:3.53],1,0.998,0.925
Molecule_775,3.37,[2.9:3.84],0,0.288,0.517
Molecule_776,4.7,[4.64:4.76],1,0.998,0.901
Molecule_777,2.6,[2.56:2.64],1,0.998,0.985
Molecule_778,4.83,[4.76:4.83],1,0.998,0.811
Molecule_779,3.89,[3.17:4.7],1,0.617,0.645
Molecule_780,1.2,[1.16:1.24],1,0.998,0.909
Molecule_782,1.16,[0.6:1.72],1,0.569,0.669
Molecule_783,2.07,[2.05:2.09],1,0.998,0.979
Molecule_784,6.61,[5.29:7.93],1,0.734,0.492
Molecule_785,-0.07,[-1.26:1.12],1,0.421,0.441
Molecule_786,2.8,[2.74:2.86],1,0.998,0.927
Molecule_787,2.94,[2.91:2.97],1,0.998,0.919
Molecule_788,-3.31,[-4.7:-1.91],0,0.414,0.372
Molecule_789,3.57,[2.65:4.49],1,0.566,0.579
Molecule_790,1.86,[0.46:3.26],1,0.523,0.412
Molecule_791,1.9,[1.88:1.92],1,0.998,0.958
Molecule_793,0.04,[-0.06:0.04],1,0.998,0.757
Molecule_794,2.25,[2.22:2.28],1,0.998,0.951
Molecule_795,0.3,[0.29:0.57],1,0.998,0.683
Molecule_796,1.9,[1.02:2.78],1,0.482,0.586
Molecule_797,1.16,[1.15:1.17],1,0.998,0.967
Molecule_798,1.71,[1.67:1.75],1,0.998,0.967
Molecule_799,2.58,[2.55:2.58],1,0.998,0.944
Molecule_800,1.76,[1.75:1.77],1,0.998,0.99
Molecule_801,4.31,[3.24:5.38],1,0.475,0.49
Molecule_802,3.88,[2.59:5.17],1,0.642,0.497
Molecule_803,4.99,[4.61:5.37],1,0.727,0.785
Molecule_804,2.04,[2:2.08],1,0.998,0.93
Molecule_805,7.24,[6:9.42],0,0.382,0.212
Molecule_806,6.4,[6.25:6.5],1,0.546,0.644
Molecule_807,4.46,[4.15:4.77],1,0.788,0.798
Molecule_808,0.04,[0.04:0.1],1,0.998,0.878
Molecule_809,-0.18,[-0.18:-0.1],1,0.998,0.784
Molecule_810,0.6,[0.59:0.67],1,0.998,0.871
Molecule_811,0.05,[-0.32:0.42],1,0.561,0.699
Molecule_812,0.6,[0.6:0.71],1,0.998,0.76
Molecule_813,4.17,[4.17:4.22],1,0.998,0.929
Molecule_814,0.59,[0.56:0.62],1,0.998,0.975
Molecule_815,-0.97,[-1.02:-0.92],1,0.998,0.908
Molecule_816,-2.25,[-2.32:-2.18],1,0.998,0.902
Molecule_817,-0.14,[-0.14:-0.08],1,0.998,0.811
Molecule_818,1.16,[1.16:1.18],1,0.998,0.955
Molecule_819,0.4,[0.35:0.4],1,0.998,0.866
Molecule_820,5.71,[5.7:5.77],1,0.998,0.841
Molecule_821,1.07,[0.64:1.5],1,0.65,0.739
Molecule_822,3.19,[3.16:3.22],1,0.998,0.973
Molecule_823,0.88,[0.85:0.91],1,0.998,0.963
Molecule_824,0.46,[0.46:0.48],1,0.998,0.881
Molecule_825,-0.49,[-0.49:-0.46],1,0.998,0.918
Molecule_826,-1.7,[-1.7:-1.64],1,0.998,0.831
Molecule_827,1.33,[1.23:1.43],1,0.998,0.766
Molecule_828,6.5,[6.43:6.57],1,0.998,0.797
Molecule_829,1.78,[1.71:1.85],1,0.998,0.911
Molecule_830,-2.33,[-3:-1.61],1,0.525,0.537
Molecule_831,-0.27,[-0.31:-0.23],1,0.998,0.931
Molecule_832,2.25,[2.23:2.27],1,0.998,0.968
Molecule_833,-1,[-1.01:-0.86],1,0.998,0.744
Molecule_834,6.2,[6.1:6.3],1,0.998,0.802
Molecule_835,1.57,[1.5:1.57],1,0.998,0.868
Molecule_836,0.08,[0.05:0.11],1,0.998,0.989
Molecule_837,3.05,[3.02:3.08],1,0.998,0.907
Molecule_838,0.05,[-0.35:0.54],1,0.654,0.728
Molecule_839,6.41,[6.38:6.41],1,0.998,0.918
Molecule_841,3.5,[3.45:3.5],1,0.998,0.875
Molecule_842,3.56,[2.09:5.03],1,0.331,0.323
Molecule_843,1.48,[0.27:2.69],1,0.62,0.534
Molecule_844,5.01,[5.01:5.08],1,0.998,0.833
Molecule_845,5.73,[5.71:5.75],1,0.998,0.965
Molecule_846,3.48,[2.99:3.97],1,0.769,0.734
Molecule_847,5.11,[4.75:5.47],1,0.666,0.758
Molecule_848,0.53,[-0.83:1.3],1,0.56,0.426
Molecule_849,5.58,[3.66:7.5],1,0.583,0.334
Molecule_850,-0.38,[-0.38:-0.36],1,0.998,0.888
Molecule_851,-0.36,[-0.77:0.12],1,0.541,0.625
Molecule_852,-1.48,[-1.78:-0.99],1,0.406,0.591
Molecule_853,2.2,[2.18:2.22],1,0.998,0.891
Molecule_854,4.66,[4.64:4.68],1,0.998,0.917
Molecule_856,-1.36,[-2.47:-0.25],0,0.316,0.404
Molecule_857,0.18,[-1.26:1.62],1,0.429,0.352
Molecule_858,0.8,[-2.06:4.19],1,0.381,0.1
Molecule_859,-0.63,[-0.69:-0.57],1,0.998,0.948
Molecule_860,3.21,[3.18:3.21],1,0.998,0.895
Molecule_861,3.79,[2.12:5.46],1,0.397,0.323
Molecule_862,3.85,[3.82:3.88],1,0.998,0.972
Molecule_863,3.83,[3.77:3.89],1,0.998,0.917
Molecule_864,4.21,[4.18:4.21],1,0.998,0.888
Molecule_865,0.91,[0.8:1.02],1,0.998,0.809
Molecule_866,-1.03,[-1.03:-0.97],1,0.998,0.783
Molecule_867,3.19,[2.77:3.61],1,0.665,0.678
Molecule_868,7.26,[5.19:9.33],1,0.664,0.313
Molecule_870,3.6,[3.28:3.92],1,0.727,0.746
Molecule_871,3.32,[2.8:3.93],1,0.612,0.647
Molecule_872,0.06,[-1.14:1.26],0,0.382,0.415
Molecule_873,2.18,[2.13:2.23],1,0.998,0.886
Molecule_875,3.11,[2.7:3.52],0,0.377,0.621
Molecule_878,0.12,[0.1:0.14],1,0.998,0.958
Molecule_879,2.6,[2.54:2.66],1,0.998,0.956
Molecule_880,-0.77,[-0.83:-0.71],1,0.998,0.911
Molecule_881,0.94,[-2.8:5.65],0,0.118,0.1
Molecule_882,1.04,[-0.34:2.42],1,0.596,0.426
Molecule_883,3.56,[3.45:3.56],1,0.998,0.737
Molecule_885,6.2,[6.16:6.24],1,0.998,0.893
Molecule_886,-1.8,[-1.83:-1.8],1,0.998,0.861
Molecule_887,-1.4,[-3.14:0.34],0,0.37,0.316
Molecule_888,3.71,[3.67:3.75],1,0.998,0.871
Molecule_890,4,[3.93:4],1,0.998,0.818
Molecule_891,5.81,[5.79:5.81],1,0.998,0.954
Molecule_892,3.51,[3.51:3.57],1,0.998,0.831
Molecule_893,-3.52,[-4.36:-2.68],0,0.337,0.453
Molecule_894,2.8,[2.73:2.87],1,0.998,0.824
Molecule_895,-0.23,[-0.25:-0.02],1,0.998,0.733
Molecule_896,-0.62,[-3.15:1.91],1,0.232,0.1
Molecule_897,1.06,[-3.64:5.76],1,0.327,0.1
Molecule_898,0.68,[0.62:0.68],1,0.998,0.849
Molecule_899,0.88,[0.51:1.25],1,0.728,0.735
Molecule_900,0.12,[0.01:0.23],1,0.998,0.813
Molecule_901,-1.82,[-3.77:0.13],1,0.499,0.289
Molecule_902,5.27,[3.44:6.51],1,0.57,0.332
Molecule_903,-0.89,[-2.65:0.35],1,0.559,0.384
Molecule_904,-0.69,[-2.81:1.43],1,0.301,0.198
Molecule_905,3.4,[3.34:3.46],1,0.998,0.948
Molecule_906,-0.77,[-0.85:-0.69],1,0.998,0.901
Molecule_907,-2.89,[-3.12:-2.66],1,0.998,0.717
Molecule_908,1.98,[1.14:2.93],1,0.457,0.523
Molecule_909,6.93,[6.5:7.85],1,0.458,0.455
Molecule_910,4.33,[3.99:4.63],1,0.761,0.757
Molecule_911,0.14,[0.07:0.21],1,0.998,0.916
Molecule_912,2.4,[2.38:2.42],1,0.998,0.908
Molecule_913,-1.29,[-1.3:-1.16],1,0.998,0.74
Molecule_915,-2.61,[-2.61:-2.51],1,0.998,0.805
Molecule_917,-1.48,[-1.78:-1.07],0,0.243,0.485
Molecule_918,-0.85,[-2.15:0.45],1,0.31,0.362
Molecule_919,-5.19,[-5.2:-4.93],1,0.998,0.69
Molecule_920,-0.65,[-1.75:0.36],1,0.223,0.345
Molecule_921,-0.81,[-2.26:0.64],1,0.637,0.42
Molecule_922,-2.3,[-2.31:-2.18],1,0.998,0.74
Molecule_923,3.31,[3.31:3.36],1,0.998,0.863
Molecule_924,5.1,[5.07:5.13],1,0.998,0.979
Molecule_925,4.92,[4.89:4.95],1,0.998,0.984
Molecule_927,0.96,[0.57:1.35],1,0.566,0.701
Molecule_928,2.58,[0.05:5.11],1,0.408,0.151
Molecule_929,3.53,[2.93:4.13],1,0.585,0.661
Molecule_930,1.3,[1.25:1.35],1,0.998,0.835
Molecule_931,7.53,[5.53:8.3],1,0.815,0.348
Molecule_932,4.88,[4.82:4.94],1,0.998,0.909
Molecule_933,-0.5,[-0.6:-0.5],1,0.998,0.731
Molecule_934,-2.78,[-2.78:-2.62],1,0.998,0.727
Molecule_935,-1.17,[-2.9:0.2],1,0.59,0.36
Molecule_936,3.49,[3.47:3.51],1,0.998,0.911
Molecule_937,4.7,[2.83:5.8],1,0.516,0.333
Molecule_938,6.5,[6.44:6.5],1,0.998,0.874
Molecule_939,8.79,[7.02:10],0,0.537,0.319
Molecule_940,1.53,[0.34:2.72],1,0.449,0.436
Molecule_941,-0.05,[-0.99:0.89],1,0.422,0.502
Molecule_942,-1.14,[-2.48:0.43],1,0.54,0.372
Molecule_943,2.48,[2.45:2.48],1,0.998,0.95
Molecule_944,-1.72,[-2.59:-0.9],1,0.627,0.553
Molecule_945,-2.57,[-4.58:-0.56],0,0.17,0.164
Molecule_946,-0.74,[-2.11:0.63],1,0.602,0.473
Molecule_948,2.91,[2.74:3.08],1,0.564,0.801
Molecule_954,3.76,[1.57:5.95],1,0.461,0.214
Molecule_957,3.39,[2.58:3.94],1,0.577,0.609
Molecule_962,4.48,[4.42:4.48],1,0.998,0.847
Molecule_963,0.36,[-1.4:2.1],0,0.287,0.277
Molecule_967,3.16,[2.62:3.64],1,0.505,0.666
Molecule_970,3.4,[3.35:3.45],1,0.998,0.807
Molecule_977,1.59,[1.52:1.66],1,0.998,0.886
Molecule_978,3.23,[3.2:3.24],1,0.998,0.905
Molecule_980,4.78,[4.73:4.83],1,0.998,0.896
Molecule_983,5.33,[3.43:6.51],1,0.613,0.33
Molecule_986,4.12,[4.04:4.2],1,0.998,0.796
Molecule_1002,4.6,[3.27:5.93],1,0.416,0.376
Molecule_1004,2.65,[2.18:3.17],1,0.648,0.704
Molecule_1005,3.79,[3.72:3.79],1,0.998,0.836
Molecule_1006,3.95,[3.21:4.69],1,0.345,0.499
Molecule_1007,0.79,[0.71:0.87],1,0.998,0.815
Molecule_1013,4.65,[4.63:4.67],1,0.998,0.869
Molecule_1015,2.5,[2.5:2.59],1,0.998,0.77
Molecule_1016,4.12,[4.09:4.15],1,0.998,0.937
Molecule_1017,5,[4.96:5.04],1,0.998,0.882
Molecule_1018,3.59,[3.52:3.66],1,0.998,0.847
Molecule_1019,-0.58,[-2.6:1.44],1,0.393,0.243
Molecule_1020,3.9,[3.74:3.91],1,0.998,0.816
Molecule_1021,-1.04,[-2.01:-0.1],1,0.557,0.537
Molecule_1022,5.42,[5.28:5.43],1,0.998,0.762
Molecule_1023,-2.27,[-3.45:-1.05],1,0.302,0.373
Molecule_1024,2.49,[0.85:3.47],1,0.631,0.418
Molecule_1025,5.68,[4.61:6.75],1,0.583,0.517
Molecule_1026,0.29,[-0.09:0.67],1,0.73,0.73
Molecule_1027,2.31,[1.63:2.99],1,0.485,0.566
Molecule_1028,3.75,[3.5:4.01],1,0.621,0.771
Molecule_1029,4.74,[4.08:5.4],1,0.598,0.617
Molecule_1034,6.1,[6.1:6.15],1,0.998,0.88
Molecule_1037,3.13,[1.6:4.5],1,0.38,0.344
Molecule_1038,1.85,[1.25:2.45],1,0.494,0.64
Molecule_1040,3.05,[2.17:3.93],1,0.455,0.566
Molecule_1041,2.85,[2.81:2.89],1,0.998,0.864
Molecule_1042,5.67,[5.05:6.29],1,0.656,0.64
Molecule_1044,3.35,[3.31:3.39],1,0.998,0.939
Molecule_1045,5.99,[5.88:6],1,0.998,0.768
Molecule_1049,0.92,[0.91:1.04],1,0.998,0.785
Molecule_1050,2.26,[2.21:2.26],1,0.998,0.872
Molecule_1051,4.55,[4.5:4.6],1,0.998,0.875
Molecule_1054,0.81,[0.68:0.94],1,0.998,0.838
Molecule_1055,0.99,[0.69:1.29],1,0.799,0.863
Molecule_1056,-1.57,[-3.3:0.16],0,0.195,0.249
Molecule_1057,5.52,[5.12:6.01],1,0.5,0.639
Molecule_1058,0.3,[0.3:0.36],1,0.998,0.786
Molecule_1059,1.4,[0.77:1.96],1,0.61,0.687
Molecule_1060,2.86,[2.33:3.39],1,0.592,0.632
Molecule_1061,5.39,[4.34:6.44],1,0.579,0.526
Molecule_1062,3.44,[3.44:3.44],1,0.998,0.992
Molecule_1063,1.11,[1.09:1.13],1,0.998,0.94
Molecule_1064,6.5,[6.43:6.57],1,0.998,0.864
Molecule_1065,5.01,[4.96:5.01],1,0.998,0.812
Molecule_1067,1.3,[1.3:1.39],1,0.998,0.819
Molecule_1068,1.15,[1.09:1.15],1,0.998,0.846
Molecule_1069,1.88,[1.82:1.94],1,0.998,0.906
Molecule_1070,2.1,[0.93:3.8],1,0.532,0.343
Molecule_1082,3.32,[2.77:3.87],1,0.473,0.556
Molecule_1083,-2.73,[-2.73:-2.59],1,0.998,0.724
Molecule_1084,2.18,[2.14:2.22],1,0.998,0.946
Molecule_1091,6.41,[5.22:7.6],1,0.553,0.463
Molecule_1092,2.07,[2.05:2.07],1,0.999,0.992
Molecule_1095,4.83,[3.6:5.8],1,0.503,0.466
Molecule_1096,4.3,[4.24:4.36],1,0.998,0.901
Molecule_1097,3.27,[3.08:3.46],1,0.742,0.826
Molecule_1100,3.64,[2.97:4.3],1,0.539,0.573
Molecule_1101,3.1,[3.02:3.18],1,0.998,0.799
Molecule_1102,3.04,[2.37:3.71],0,0.324,0.472
Molecule_1104,-1.86,[-2.76:-0.96],1,0.6,0.569
Molecule_1105,1.83,[1.41:2.17],1,0.521,0.686
Molecule_1107,1.5,[1.06:1.94],1,0.527,0.677
Molecule_1108,0.21,[0.2:0.46],1,0.998,0.676
Molecule_1109,4,[3.87:4.13],1,0.998,0.821
Molecule_1110,3.83,[3.81:3.85],1,0.998,0.931
Molecule_1111,11.6,[11.46:11.6],1,0.998,0.697
Molecule_1112,3.38,[3.3:3.46],1,0.998,0.781
Molecule_1113,6.16,[3.12:8.23],1,0.448,0.1
Molecule_1114,4.44,[4.37:4.44],1,0.998,0.807
Molecule_1115,5.83,[3.87:7.79],1,0.469,0.307
Molecule_1120,4.57,[4.53:4.61],1,0.998,0.938
Molecule_1121,2.89,[1.88:3.9],1,0.544,0.505
Molecule_1123,-2.65,[-4.16:-1.14],1,0.348,0.314
Molecule_1124,3.83,[2.11:5.55],1,0.495,0.333
Molecule_1125,7.02,[6.73:7.04],1,0.998,0.69
Molecule_1126,-0.19,[-0.2:0.04],1,0.998,0.694
Molecule_1127,3.21,[2.52:3.9],0,0.395,0.556
Molecule_1128,3.32,[2.27:4.22],1,0.408,0.453
Molecule_1129,2.46,[1.22:3.7],1,0.592,0.469
Molecule_1130,3.56,[3.46:3.57],1,0.998,0.781
Molecule_1131,2.67,[2.07:3.27],1,0.538,0.617
Molecule_1132,3,[2.98:3.02],1,0.998,0.958
Molecule_1133,0.39,[-1.3:2.08],1,0.563,0.343
Molecule_1134,0.16,[-1.19:1.51],1,0.492,0.369
