MoleculeID,LogP_pred,LogP_predRange,AD_LogP,AD_index_LogP,Conf_index_LogP
Molecule_2896,1.31,[1.29:1.33],1,0.998,0.901
Molecule_2897,2.7,[2.66:2.74],1,0.998,0.919
Molecule_2898,-0.04,[-2.36:2.28],0,0.194,0.166
Molecule_2899,-2.01,[-3.17:-0.85],1,0.504,0.452
Molecule_2900,4.16,[4.12:4.2],1,0.998,0.956
Molecule_2901,6.48,[5.5:7.52],1,0.426,0.445
Molecule_2902,4.17,[2.82:5.52],1,0.515,0.429
Molecule_2903,2.9,[2.85:2.95],1,0.998,0.957
Molecule_2904,5.11,[5.08:5.14],1,0.998,0.951
Molecule_2905,6.06,[5.23:6.89],1,0.434,0.46
Molecule_2906,-0.17,[-0.25:-0.09],1,0.998,0.782
Molecule_2907,0.78,[0.65:0.91],1,0.998,0.849
Molecule_2908,8.98,[8.66:9],1,0.998,0.659
Molecule_2909,1.93,[1.78:2.08],1,0.786,0.861
Molecule_2910,0.81,[-0.67:2.15],1,0.426,0.352
Molecule_2911,2.8,[2.77:2.83],1,0.998,0.901
Molecule_2912,4.09,[4.07:4.11],1,0.998,0.948
Molecule_2913,1.2,[1.11:1.29],1,0.998,0.82
Molecule_2914,2.84,[2.81:2.87],1,0.998,0.886
Molecule_2915,-0.31,[-1.66:1.04],1,0.469,0.409
Molecule_2916,-1.91,[-2.54:-1.28],1,0.49,0.638
Molecule_2917,3.1,[2.54:3.66],1,0.613,0.649
Molecule_2918,10.49,[10.23:10.5],1,0.998,0.659
Molecule_2919,0.48,[0.16:0.8],1,0.566,0.723
Molecule_2920,1.18,[-0.26:2.15],1,0.61,0.427
Molecule_2921,8,[7.94:8],1,0.998,0.786
Molecule_2922,0.79,[0.69:0.79],1,0.998,0.755
Molecule_2923,-1.04,[-3:0.9],1,0.267,0.187
Molecule_2924,-0.24,[-0.92:0.4],1,0.413,0.601
Molecule_2925,1.62,[1.59:1.65],1,0.998,0.904
Molecule_2926,-0.95,[-0.95:-0.9],1,0.998,0.842
Molecule_2927,0.94,[0.93:0.95],1,0.998,0.958
Molecule_2928,6.74,[6.69:6.79],1,0.998,0.803
Molecule_2929,0.51,[0.51:0.54],1,0.998,0.857
Molecule_2930,0.91,[0.88:0.94],1,0.998,0.982
Molecule_2931,-0.89,[-0.92:-0.86],1,0.998,0.901
Molecule_2932,6.12,[3.06:8.23],1,0.426,0.1
Molecule_2933,1.32,[1.3:1.34],1,0.998,0.99
Molecule_2934,4.4,[3.17:5.63],0,0.357,0.414
Molecule_2935,-1.79,[-3.95:0.37],1,0.446,0.229
Molecule_2936,-2.31,[-4.21:-0.41],1,0.426,0.26
Molecule_2937,4.2,[2.29:6.11],0,0.448,0.295
Molecule_2938,-0,[-0.02:0],1,0.998,0.959
Molecule_2939,-0.12,[-0.53:0],0,0.578,0.63
Molecule_2940,2.75,[1.04:3.96],1,0.552,0.333
Molecule_2941,3.37,[2.11:4.63],1,0.534,0.501
Molecule_2943,-0.52,[-0.59:-0.45],1,0.998,0.815
Molecule_2944,4.31,[4.28:4.34],1,0.998,0.957
Molecule_2945,-0.51,[-0.55:-0.47],1,0.998,0.943
Molecule_2946,4.87,[4.58:5.16],1,0.436,0.613
Molecule_2947,4.5,[4.45:4.5],1,0.998,0.839
Molecule_2948,3.31,[2.39:4.09],1,0.472,0.531
Molecule_2949,1.6,[1.56:1.64],1,0.998,0.96
Molecule_2950,-0.81,[-1.52:-0.05],1,0.585,0.64
Molecule_2951,2.83,[2.81:2.83],1,0.998,0.857
Molecule_2953,-0.09,[-0.61:0.43],1,0.59,0.629
Molecule_2954,-0.39,[-0.77:-0.02],1,0.551,0.668
Molecule_2955,3.26,[3.23:3.29],1,0.998,0.928
Molecule_2956,5.07,[4.96:5.07],1,0.998,0.736
Molecule_2957,-2.75,[-2.8:-2.7],1,0.998,0.859
Molecule_2958,1.98,[1.96:2],1,0.998,0.967
Molecule_2959,7.01,[6.39:8.21],0,0.294,0.381
Molecule_2961,0.37,[-0.81:1.52],0,0.434,0.398
Molecule_2962,2.98,[0.88:5.08],1,0.447,0.247
Molecule_2963,-3.2,[-3.21:-3.06],1,0.998,0.741
Molecule_2964,3.34,[3.31:3.37],1,0.998,0.963
Molecule_2965,3.6,[3.57:3.63],1,0.998,0.982
Molecule_2966,4.76,[3.99:5.53],1,0.72,0.62
Molecule_2967,0.19,[0.18:0.26],1,0.998,0.856
Molecule_2968,5.77,[4.87:6.5],1,0.481,0.489
Molecule_2969,1,[0.96:1.04],1,0.998,0.94
Molecule_2970,4.6,[2.78:6.41],1,0.277,0.242
Molecule_2971,3.34,[0.71:5.97],1,0.489,0.161
Molecule_2973,-1.86,[-1.94:-1.78],1,0.998,0.839
Molecule_2974,-3.89,[-3.89:-3.81],1,0.998,0.823
Molecule_2975,-0.23,[-0.27:-0.19],1,0.998,0.867
Molecule_2976,-2.82,[-3.54:-2.1],0,0.204,0.486
Molecule_2977,-2.17,[-2.17:-2.16],1,0.998,0.956
Molecule_2978,0.48,[-0.62:1.58],0,0.166,0.417
Molecule_2979,-0.39,[-2.3:0.93],1,0.559,0.36
Molecule_2980,4.56,[4.52:4.6],1,0.998,0.917
Molecule_2981,1.14,[0.89:1.39],1,0.568,0.685
Molecule_2982,7.17,[7.11:7.23],1,0.998,0.902
Molecule_2983,8.23,[8.19:8.27],1,0.998,0.92
Molecule_2984,-1.88,[-1.89:-1.84],1,0.998,0.842
Molecule_2986,4.35,[4.29:4.41],1,0.957,0.954
Molecule_2987,4.14,[3.61:4.67],1,0.626,0.625
Molecule_2988,-0.57,[-1.91:0.77],1,0.319,0.337
Molecule_2990,2.75,[2.69:2.81],1,0.998,0.866
Molecule_2991,0.28,[-0.82:1.38],1,0.653,0.525
Molecule_2992,3.08,[2.43:3.7],1,0.64,0.662
Molecule_2993,2.36,[2.33:2.39],1,0.998,0.905
Molecule_2994,0.69,[-0.6:1.98],1,0.326,0.339
Molecule_2995,-0.48,[-1.84:0.79],1,0.329,0.337
Molecule_2996,1.64,[-0.01:3.2],1,0.617,0.417
Molecule_2997,1.9,[1.83:1.97],1,0.62,0.83
Molecule_2998,1.4,[0.52:2.28],0,0.454,0.499
Molecule_2999,-0.92,[-0.96:-0.88],1,0.998,0.907
Molecule_3001,4.93,[4.89:4.97],1,0.998,0.888
Molecule_3002,2.36,[2.35:2.37],1,0.998,0.993
Molecule_3003,3.67,[3.63:3.71],1,0.998,0.914
Molecule_3004,-0.45,[-1.2:0.3],1,0.364,0.533
Molecule_3005,-1.74,[-1.84:-1.64],1,0.998,0.923
Molecule_3006,3.48,[1.35:5.61],1,0.432,0.24
Molecule_3007,6.5,[6.46:6.5],1,0.998,0.921
Molecule_3008,-0.19,[-1.95:1.57],1,0.569,0.355
Molecule_3009,1.17,[0.1:2.24],0,0.161,0.345
Molecule_3010,3.15,[2.54:3.81],1,0.613,0.654
Molecule_3011,1.65,[1.64:1.66],1,0.998,0.969
Molecule_3012,-0.43,[-1.71:0.85],1,0.419,0.453
Molecule_3013,4.42,[3.95:4.89],1,0.711,0.689
Molecule_3014,6.04,[5.16:6.92],1,0.473,0.538
Molecule_3015,0.59,[0.53:0.59],1,0.998,0.811
Molecule_3016,-0.95,[-1.5:-0.4],1,0.521,0.651
Molecule_3017,2.9,[2.85:2.95],1,0.998,0.926
Molecule_3018,2.69,[2.66:2.72],1,0.998,0.946
Molecule_3019,4.43,[3.7:5.52],1,0.516,0.535
Molecule_3020,0.2,[0.2:0.29],1,0.998,0.75
Molecule_3021,1.25,[1.25:1.36],1,0.998,0.743
Molecule_3022,1.72,[1.2:2.24],1,0.588,0.627
Molecule_3023,5.65,[4.01:7.29],1,0.387,0.308
Molecule_3024,-0.02,[-0.09:0.05],1,0.998,0.888
Molecule_3025,-0.87,[-2.73:1.05],1,0.539,0.305
Molecule_3026,4.6,[4.56:4.64],1,0.998,0.938
Molecule_3027,2.54,[2.52:2.56],1,0.998,0.983
Molecule_3028,-0.32,[-0.88:0.24],1,0.518,0.631
Molecule_3029,5.4,[5.36:5.44],1,0.998,0.961
Molecule_3030,-0.11,[-0.15:-0.07],1,0.998,0.933
Molecule_3031,-1.09,[-2.25:0.02],1,0.349,0.443
Molecule_3032,4.47,[4.45:4.49],1,0.998,0.982
Molecule_3033,8.68,[7.27:10.09],1,0.551,0.402
Molecule_3034,2.9,[2.63:3.17],1,0.772,0.8
Molecule_3035,-0.37,[-2.37:1.63],1,0.326,0.226
Molecule_3036,2.87,[1.82:3.92],1,0.476,0.517
Molecule_3037,0.14,[0.03:0.25],1,0.998,0.803
Molecule_3038,0.39,[-1.42:2.2],1,0.442,0.289
Molecule_3040,4.52,[4.49:4.55],1,0.998,0.899
Molecule_3041,2.7,[2.6:2.7],1,0.998,0.755
Molecule_3042,3.72,[3.7:3.74],1,0.998,0.936
Molecule_3044,-0.07,[-0.08:-0.06],1,0.998,0.97
Molecule_3045,-0.36,[-2.36:1.64],1,0.317,0.223
Molecule_3046,-0.35,[-2.35:1.65],1,0.312,0.222
Molecule_3047,8.64,[6.97:10.2],1,0.674,0.389
Molecule_3048,1.38,[1.36:1.4],1,0.998,0.976
Molecule_3049,0.3,[0.24:0.36],1,0.998,0.934
Molecule_3050,-0.64,[-1.1:-0.18],1,0.449,0.641
Molecule_3051,-2.25,[-2.55:-1.95],1,0.575,0.735
Molecule_3052,0.21,[0.16:0.26],1,0.998,0.923
Molecule_3053,2.99,[2.73:3.25],1,0.738,0.815
Molecule_3054,6.16,[6.15:6.38],1,0.998,0.721
Molecule_3055,3.21,[3.15:3.27],1,0.998,0.97
Molecule_3056,0.31,[-0.14:0.76],1,0.636,0.697
Molecule_3057,1.38,[1.34:1.42],1,0.998,0.883
Molecule_3058,6.34,[6.07:6.61],1,0.523,0.649
Molecule_3059,7.05,[6.15:8.46],1,0.518,0.403
Molecule_3060,7.36,[6.5:8.22],1,0.595,0.595
Molecule_3061,8.33,[7.07:9.59],1,0.573,0.44
Molecule_3062,0.85,[0.82:0.88],1,0.998,0.951
Molecule_3063,3.39,[3.36:3.42],1,0.998,0.932
Molecule_3064,4.63,[3.38:5.87],1,0.531,0.394
Molecule_3065,3.21,[3.17:3.25],1,0.998,0.862
Molecule_3066,3.03,[2.96:3.04],1,0.998,0.833
Molecule_3067,6.6,[3.65:9.43],1,0.612,0.152
Molecule_3068,-1.45,[-3.26:0.03],1,0.482,0.323
Molecule_3069,-0.72,[-0.94:-0.5],1,0.404,0.68
Molecule_3070,-1.7,[-1.72:-1.68],1,0.998,0.925
Molecule_3071,6,[5.98:6.02],1,0.998,0.961
Molecule_3072,1.28,[0.62:1.94],1,0.435,0.55
Molecule_3073,3.09,[3.02:3.1],1,0.998,0.875
Molecule_3074,3.71,[1.56:5.86],1,0.462,0.253
Molecule_3075,7.48,[6.58:8.38],1,0.755,0.589
Molecule_3076,1.7,[1.7:1.72],1,0.998,0.913
Molecule_3077,0.36,[0.3:0.42],1,0.998,0.898
Molecule_3078,5.3,[5.24:5.3],1,0.998,0.814
Molecule_3079,2.37,[1.54:3.2],1,0.371,0.52
Molecule_3080,2.45,[2.4:2.45],1,0.998,0.88
Molecule_3081,3.97,[3.05:4.99],1,0.567,0.522
Molecule_3082,3.55,[2.55:4.55],1,0.546,0.504
Molecule_3083,-1.4,[-1.4:-1.35],1,0.998,0.84
Molecule_3084,5,[4.96:5],1,0.998,0.848
Molecule_3085,7.77,[6.77:8.77],1,0.605,0.523
Molecule_3086,-0.66,[-0.69:-0.63],1,0.998,0.973
Molecule_3087,0.7,[0.67:0.73],1,0.998,0.91
Molecule_3088,0.23,[0.2:0.26],1,0.998,0.909
Molecule_3089,0.77,[0.75:0.78],1,0.998,0.917
Molecule_3090,2.39,[2.38:2.48],1,0.998,0.814
Molecule_3091,-4.59,[-4.6:-4.35],1,0.998,0.695
Molecule_3092,1.1,[1.02:1.18],1,0.998,0.894
Molecule_3093,0.99,[0.83:1],1,0.998,0.719
Molecule_3094,1.07,[0.88:1.28],1,0.879,0.861
Molecule_3095,3.7,[3.66:3.74],1,0.998,0.968
Molecule_3096,2.56,[1.52:3.65],1,0.472,0.515
Molecule_3097,0.12,[-0.08:0.13],1,0.998,0.713
Molecule_3098,8.16,[6.7:9.42],0,0.348,0.355
Molecule_3099,1.36,[1.34:1.38],1,0.998,0.968
Molecule_3100,3.59,[3.48:3.6],1,0.998,0.825
Molecule_3101,-1.69,[-2.71:-1.04],1,0.43,0.461
Molecule_3102,3.72,[3.68:3.76],1,0.998,0.894
Molecule_3103,6.66,[5.7:7.9],1,0.687,0.513
Molecule_3104,-0.06,[-0.21:0.09],1,0.998,0.805
Molecule_3105,5.69,[5.61:5.77],1,0.998,0.902
Molecule_3106,-1.05,[-1.08:-1.02],1,0.998,0.975
Molecule_3107,7.31,[7.24:7.37],1,0.998,0.912
Molecule_3108,1.89,[0.6:3.18],1,0.6,0.432
Molecule_3109,4.5,[2.16:6.84],1,0.429,0.195
Molecule_3111,0.78,[0.69:0.87],1,0.998,0.845
Molecule_3112,0.34,[-0.32:1],1,0.57,0.629
Molecule_3113,1.1,[0.65:1.73],1,0.403,0.609
Molecule_3114,6,[6:6.03],1,0.998,0.849
Molecule_3115,2.7,[2.64:2.76],1,0.998,0.858
Molecule_3116,-4.11,[-5.4:-2.48],0,0.558,0.383
Molecule_3117,4.1,[4.07:4.1],1,0.998,0.928
Molecule_3118,0.19,[0.18:0.33],1,0.998,0.776
Molecule_3119,5.65,[5.63:5.65],1,0.998,0.834
Molecule_3120,-2.18,[-3.57:-0.79],0,0.369,0.354
Molecule_3122,-0.9,[-0.98:-0.9],1,0.998,0.837
Molecule_3123,-1.25,[-2.78:-0.29],1,0.619,0.441
Molecule_3124,1.01,[0.99:1.03],1,0.998,0.91
Molecule_3125,3.07,[3.05:3.09],1,0.998,0.979
Molecule_3126,3.32,[3.29:3.35],1,0.998,0.971
Molecule_3127,7.25,[7.18:7.32],1,0.998,0.784
Molecule_3128,2.82,[2.79:2.85],1,0.998,0.956
Molecule_3129,3.34,[3.29:3.39],1,0.998,0.979
Molecule_3130,3.36,[3.3:3.42],1,0.998,0.97
Molecule_3131,0.6,[0.57:0.63],1,0.998,0.912
Molecule_3132,1.34,[-0.51:3.19],1,0.645,0.365
Molecule_3133,7.3,[5.55:9.05],0,0.411,0.303
Molecule_3134,5,[4.97:5.03],1,0.998,0.952
Molecule_3135,3.49,[2.37:4.61],1,0.503,0.541
Molecule_3136,3,[2.98:3.02],1,0.998,0.899
Molecule_3137,-0.04,[-0.57:0.49],1,0.347,0.478
Molecule_3138,3.22,[3.18:3.26],1,0.998,0.921
Molecule_3139,3.3,[3.22:3.3],1,0.998,0.796
Molecule_3140,0.79,[-0.69:2.27],1,0.395,0.355
Molecule_3141,0.35,[0.33:0.37],1,0.998,0.866
Molecule_3142,-0.85,[-0.91:-0.79],1,0.998,0.898
Molecule_3143,-0.06,[-0.06:-0.03],1,0.998,0.888
Molecule_3144,0.18,[0.15:0.21],1,0.998,0.967
Molecule_3145,6.23,[5.5:7.03],1,0.522,0.553
Molecule_3146,6.99,[5.8:8.18],1,0.448,0.417
Molecule_3147,1.63,[-0.64:3.9],1,0.473,0.199
Molecule_3148,4.29,[4.23:4.35],1,0.998,0.896
Molecule_3149,6.57,[6:7.45],0,0.372,0.448
Molecule_3150,1.05,[-1.41:3.51],1,0.499,0.207
Molecule_3151,4.12,[2.19:6.05],1,0.449,0.271
Molecule_3152,0.31,[-1.09:1.71],1,0.511,0.372
Molecule_3153,-1.02,[-1.54:-0.5],1,0.501,0.657
Molecule_3154,5.22,[3.62:6.82],0,0.271,0.279
Molecule_3155,-0.78,[-1.5:-0.06],1,0.573,0.595
Molecule_3156,-1.01,[-2.38:0.36],1,0.52,0.424
Molecule_3157,-1.39,[-2.41:-0.37],1,0.567,0.511
Molecule_3158,-2.27,[-4.05:-0.49],0,0.402,0.274
Molecule_3159,2.7,[2.1:3.21],1,0.664,0.653
Molecule_3160,-1.51,[-1.53:-1.31],1,0.998,0.765
Molecule_3161,-0.92,[-0.95:-0.89],1,0.998,0.894
Molecule_3162,1.29,[0.66:1.92],0,0.39,0.528
Molecule_3163,-1.52,[-1.55:-1.52],1,0.998,0.925
Molecule_3164,1.51,[1.48:1.54],1,0.998,0.918
Molecule_3165,4.4,[4.33:4.47],1,0.998,0.887
Molecule_3166,6.1,[6.03:6.17],1,0.998,0.911
Molecule_3168,3.02,[1.71:4.33],1,0.501,0.437
Molecule_3169,8.86,[8.81:8.91],1,0.998,0.782
Molecule_3170,2.13,[2.09:2.17],1,0.998,0.889
Molecule_3171,0.16,[-0.33:0.65],1,0.361,0.516
Molecule_3172,1.88,[1.83:1.89],1,0.998,0.913
Molecule_3173,5.2,[4.77:5.63],1,0.687,0.724
Molecule_3174,1.81,[1.77:1.85],1,0.998,0.972
Molecule_3175,-5,[-5:-4.89],1,0.998,0.731
Molecule_3176,3.63,[3.59:3.67],1,0.998,0.947
Molecule_3177,3.66,[2.99:4.19],1,0.665,0.709
Molecule_3179,-2.6,[-2.72:-2.48],1,0.998,0.857
Molecule_3180,0.23,[-1.35:1.54],1,0.649,0.419
Molecule_3181,0.8,[0.78:0.82],1,0.998,0.943
Molecule_3182,6.81,[6:7.78],0,0.419,0.466
Molecule_3183,0.22,[0.2:0.24],1,0.998,0.938
Molecule_3184,3.27,[2.15:3.9],1,0.586,0.474
Molecule_3185,3.89,[3.51:4.2],1,0.809,0.758
Molecule_3186,0.9,[0.9:0.94],1,0.998,0.881
Molecule_3187,-1.85,[-3.8:0.1],1,0.492,0.285
Molecule_3188,-1.05,[-1.07:-1.03],1,0.998,0.915
Molecule_3189,2.28,[1.11:3.3],1,0.719,0.561
Molecule_3190,2.4,[2.36:2.44],1,0.998,0.911
Molecule_3191,-0.78,[-2.3:0.8],1,0.445,0.45
Molecule_3192,0.15,[-1.29:1.59],1,0.554,0.408
Molecule_3193,5.49,[5.37:5.5],1,0.998,0.777
Molecule_3194,0.8,[0.8:0.88],1,0.998,0.861
Molecule_3195,-1.98,[-2.03:-1.93],1,0.998,0.873
Molecule_3196,1.43,[1.38:1.48],1,0.998,0.841
Molecule_3197,-0.57,[-0.59:-0.55],1,0.998,0.986
Molecule_3198,2.61,[2.23:2.99],1,0.73,0.756
Molecule_3199,7.31,[6.26:8.36],0,0.534,0.478
Molecule_3200,-2,[-2.03:-1.97],1,0.998,0.931
Molecule_3201,4.99,[3.99:5.99],1,0.58,0.545
Molecule_3202,1.99,[1.88:2],1,0.998,0.779
Molecule_3203,1.16,[1.1:1.22],1,0.998,0.904
Molecule_3204,3.08,[1.79:4.37],1,0.55,0.459
Molecule_3205,-0.05,[-0.08:-0.02],1,0.998,0.923
Molecule_3206,0.66,[0.62:0.7],1,0.998,0.985
Molecule_3207,-0.39,[-1.51:0.23],1,0.56,0.51
Molecule_3208,-0.48,[-1.57:0.56],1,0.612,0.574
Molecule_3209,5.45,[5.36:5.45],1,0.998,0.77
Molecule_3210,1.79,[0.85:2.73],1,0.504,0.538
Molecule_3211,6.97,[6.35:7.59],1,0.692,0.63
Molecule_3212,1.6,[1.59:1.6],1,0.998,0.926
Molecule_3213,7.6,[7.53:7.67],1,0.998,0.822
Molecule_3214,7.07,[6.13:8.01],1,0.645,0.558
Molecule_3215,8.06,[7.99:8.06],1,0.998,0.837
Molecule_3216,6.87,[3.94:9.43],1,0.595,0.153
Molecule_3217,8.02,[7.95:8.09],1,0.998,0.878
Molecule_3218,6,[5.91:6.09],1,0.998,0.835
Molecule_3219,-0.65,[-3.61:2.31],1,0.458,0.1
Molecule_3220,0.39,[-0.38:1.16],0,0.259,0.431
Molecule_3222,7.47,[6.61:8.33],1,0.781,0.608
Molecule_3223,1.96,[1.89:2.03],1,0.998,0.799
Molecule_3224,-0.25,[-0.79:0.29],1,0.606,0.73
Molecule_3225,0.34,[0.34:0.4],1,0.998,0.775
Molecule_3226,0.05,[-1.29:1.39],1,0.552,0.438
Molecule_3227,2.53,[2.07:2.99],1,0.746,0.719
Molecule_3228,2.49,[0.28:4.26],1,0.35,0.195
Molecule_3229,4.51,[3.68:5.34],1,0.378,0.475
Molecule_3230,-2.19,[-3.46:-0.92],1,0.501,0.441
Molecule_3231,6.69,[4.82:8.56],0,0.467,0.299
Molecule_3232,-0.95,[-0.95:-0.9],1,0.998,0.841
Molecule_3233,7.2,[5.73:8.67],0,0.347,0.361
Molecule_3235,1.24,[1.19:1.29],1,0.998,0.88
Molecule_3236,3.52,[3.49:3.52],1,0.998,0.942
Molecule_3237,1.53,[1.53:1.58],1,0.998,0.854
Molecule_3238,2.69,[2.38:3.16],1,0.818,0.698
Molecule_3239,1.76,[1.68:1.84],1,0.998,0.844
Molecule_3240,1.52,[0.91:2.1],1,0.559,0.603
Molecule_3241,-0.68,[-0.8:-0.68],1,0.998,0.746
Molecule_3242,2.1,[2.05:2.1],1,0.998,0.825
Molecule_3243,3.01,[0.8:6.46],0,0.337,0.1
Molecule_3244,-1.7,[-1.79:-1.61],1,0.998,0.792
Molecule_3245,6.2,[6.16:6.24],1,0.998,0.892
Molecule_3246,2.95,[1.76:4.14],1,0.41,0.407
Molecule_3247,1.48,[1.43:1.53],1,0.998,0.934
Molecule_3248,2.53,[2.42:2.64],1,0.701,0.868
Molecule_3249,-1.95,[-3.92:0.02],1,0.46,0.27
Molecule_3250,8.12,[6:10.59],0,0.306,0.124
Molecule_3251,5.6,[5.1:6.1],1,0.585,0.648
Molecule_3252,-4.05,[-4.3:-3.78],1,0.999,0.866
Molecule_3253,5.71,[3.96:7.46],0,0.237,0.244
Molecule_3254,-0.57,[-2.15:1.01],1,0.435,0.369
Molecule_3256,-1.58,[-3.37:0.2],1,0.565,0.337
Molecule_3257,5.18,[4.98:5.19],1,0.998,0.694
Molecule_3258,3.74,[2.59:4.89],1,0.379,0.427
Molecule_3259,5.46,[4.6:6.32],1,0.383,0.52
Molecule_3260,0.8,[0.76:0.84],1,0.998,0.882
Molecule_3262,-0.31,[-0.32:-0.3],1,0.998,0.934
Molecule_3263,-0.54,[-0.57:-0.51],1,0.998,0.937
Molecule_3264,-3.53,[-3.56:-3.53],1,0.998,0.874
Molecule_3265,2.83,[2.37:3.29],1,0.775,0.76
Molecule_3266,-0.17,[-0.21:-0.13],1,0.998,0.966
Molecule_3267,-4.5,[-4.61:-4.39],1,0.998,0.747
Molecule_3268,1.16,[0.67:1.72],1,0.575,0.626
Molecule_3269,8.17,[7.53:8.94],1,0.761,0.624
Molecule_3270,0.5,[0.46:0.5],1,0.998,0.861
Molecule_3271,1.1,[1.07:1.13],1,0.998,0.957
Molecule_3272,-1.5,[-1.53:-1.5],1,0.998,0.874
Molecule_3273,6,[5.91:6.09],1,0.998,0.797
Molecule_3274,4.02,[3.45:4.59],1,0.522,0.588
Molecule_3275,0.75,[0.75:0.79],1,0.998,0.909
Molecule_3276,0.35,[-0.43:1.38],1,0.38,0.45
Molecule_3277,5.93,[4.6:7.16],1,0.541,0.442
Molecule_3278,-2.9,[-2.9:-2.79],1,0.998,0.744
Molecule_3280,2.22,[0.2:4.24],1,0.475,0.27
Molecule_3281,3.98,[2.87:5.09],1,0.386,0.417
Molecule_3282,1.03,[-0.38:2.1],0,0.372,0.371
Molecule_3283,-0.37,[-0.39:-0.35],1,0.998,0.984
Molecule_3284,2.64,[2.1:3.18],1,0.612,0.671
Molecule_3285,1.98,[1.6:2.36],1,0.52,0.684
Molecule_3286,-0.01,[-2.85:2.83],0,0.177,0.1
Molecule_3287,3.46,[2.94:3.98],1,0.523,0.65
Molecule_3288,-1.59,[-3.49:0.61],1,0.79,0.322
Molecule_3289,3.09,[-0.19:5.2],0,0.352,0.1
Molecule_3290,2.28,[-0.84:5.2],1,0.371,0.1
Molecule_3291,5.73,[3.3:8.16],1,0.589,0.239
Molecule_3292,4.57,[4.49:4.65],1,0.998,0.833
Molecule_3294,3.9,[3.63:4.17],1,0.5,0.646
Molecule_3295,1.98,[-0.2:4.29],1,0.505,0.288
Molecule_3296,2,[1.97:2.03],1,0.998,0.919
Molecule_3297,0.09,[-2.1:1.9],1,0.384,0.202
Molecule_3298,1.11,[0.19:2.03],1,0.215,0.442
Molecule_3299,-2.6,[-2.74:-2.46],1,0.998,0.749
Molecule_3300,1.55,[1.17:1.93],1,0.54,0.676
Molecule_3301,0.8,[0.77:0.83],1,0.998,0.887
Molecule_3302,4.44,[4.33:4.44],1,0.998,0.753
Molecule_3303,0.44,[-0.09:0.97],1,0.44,0.606
Molecule_3305,4.44,[4.03:4.85],1,0.807,0.763
Molecule_3306,1.52,[1.39:1.65],1,0.998,0.735
Molecule_3307,-0.09,[-0.1:0.06],1,0.998,0.712
Molecule_3308,5.64,[4.2:7.32],0,0.308,0.26
Molecule_3309,2.52,[1.45:3.39],1,0.465,0.486
Molecule_3310,-1.41,[-2.88:0.06],1,0.568,0.403
Molecule_3311,-1.12,[-2.67:0.2],1,0.588,0.394
Molecule_3312,2.82,[2.55:3.39],1,0.757,0.664
Molecule_3313,-0.04,[-0.05:-0.03],1,0.998,0.955
Molecule_3314,-0.8,[-2.53:0.93],1,0.25,0.263
Molecule_3315,4.79,[4.67:4.8],1,0.998,0.788
Molecule_3316,-1.89,[-3.46:-0.32],1,0.518,0.395
Molecule_3317,4.3,[4.24:4.36],1,0.998,0.913
Molecule_3318,-3.17,[-3.3:-3.04],1,0.998,0.781
Molecule_3319,1.87,[1.85:1.89],1,0.998,0.991
Molecule_3320,5.83,[4.95:6.5],1,0.43,0.479
Molecule_3321,4.32,[4.02:4.62],1,0.809,0.798
Molecule_3322,-2.38,[-3.85:-0.91],0,0.444,0.363
Molecule_3324,5.45,[5.35:5.45],1,0.998,0.751
Molecule_3325,-2.37,[-3.91:-0.83],1,0.251,0.259
Molecule_3326,4.82,[4.72:4.82],1,0.998,0.779
Molecule_3327,4.08,[4.03:4.08],1,0.998,0.853
Molecule_3328,0.65,[0.23:1.07],1,0.531,0.653
Molecule_3329,2.4,[2.35:2.74],1,0.998,0.704
Molecule_3330,1.9,[1.85:1.95],1,0.998,0.86
Molecule_3331,0.98,[-0.84:2.8],1,0.591,0.346
Molecule_3332,5.07,[4.5:5.79],1,0.529,0.563
Molecule_3333,5.18,[3.68:6.68],1,0.642,0.421
Molecule_3334,-1.29,[-1.71:-0.87],1,0.521,0.642
Molecule_3335,8.3,[8.21:8.39],1,0.998,0.933
Molecule_3336,6.99,[6.71:7],1,0.998,0.667
Molecule_3337,3.71,[3.71:3.76],1,0.998,0.859
Molecule_3338,1.78,[1.74:1.82],1,0.998,0.98
Molecule_3339,0.45,[-0.11:1.01],1,0.514,0.612
Molecule_3340,3.7,[3.66:3.74],1,0.998,0.868
Molecule_3341,4.07,[3.35:4.79],1,0.648,0.654
Molecule_3342,2,[1.96:2],1,0.998,0.86
Molecule_3344,0.11,[-0.02:0.24],1,0.998,0.807
Molecule_3345,4.58,[4.55:4.58],1,0.998,0.864
Molecule_3346,6.39,[3.48:8.23],1,0.511,0.136
Molecule_3347,1.9,[1.89:1.91],1,0.998,0.965
Molecule_3348,3.05,[2.46:3.64],1,0.788,0.717
Molecule_3349,1.38,[1.34:1.42],1,0.998,0.96
Molecule_3350,0.3,[0.3:0.32],1,0.998,0.963
Molecule_3351,-1.57,[-2.32:-0.41],1,0.532,0.475
Molecule_3352,1.36,[1.36:1.44],1,0.998,0.751
Molecule_3353,6.38,[4.33:8.43],1,0.352,0.221
Molecule_3354,1.71,[-0.46:3.9],1,0.526,0.268
Molecule_3355,6.5,[6.43:6.5],1,0.998,0.84
Molecule_3356,-3.92,[-3.93:-3.68],1,0.998,0.681
Molecule_3357,7.71,[6.75:8.67],1,0.565,0.54
Molecule_3358,1.6,[1.48:1.72],1,0.998,0.811
