Superclass,my_class,total_count,measured_count,potent_frac,CASRN,PREFERRED_NAME,IUPAC_NAME,log POD (95% CI),uhat,dJ,training log POD,all reported log POD
Organohalogen compounds,Alkyl fluorides,444,9,0.09684684684684684,['21055-88-9'],"['Bis(2-(ethyl((heptadecafluorooctyl)sulphonyl)amino)ethyl) (4-methyl-1,3-phenylene)biscarbamate']","['Bis{2-[ethyl(1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctane-1-sulfonyl)amino]ethyl} (4-methyl-1,3-phenylene)biscarbamate']","1.18 [-1.06, 2.90]",3.965520299,0.71,,
Organohalogen compounds,Alkyl fluorides,444,9,0.09684684684684684,['204922-38-3'],"[""N,N'-bis(Perfluorononanoyl)1,12-dodecandiamine""]","[""N,N'-(Dodecane-1,12-diyl)bis(2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-heptadecafluorononanamide)""]","1.18 [-1.06, 2.73]",3.78901111,0.62,,
Organohalogen compounds,Alkyl fluorides,444,9,0.09684684684684684,['60699-51-6'],['2-(Perfluorotetradecyl)ethanol'],"['3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14,15,15,16,16,16-Nonacosafluorohexadecan-1-ol']","1.20 [-1.18, 2.51]",3.695552339,0.33,,
Organohalogen compounds,Alkyl fluorides,444,9,0.09684684684684684,['176676-69-0'],['15:2 Fluorotelomer alcohol'],[nan],"1.23 [-1.16, 2.58]",3.736137333,0.33,,
Organohalogen compounds,Alkyl fluorides,444,9,0.09684684684684684,['65104-67-8'],['2-(Perfluorohexadecyl)ethanol'],"['3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14,15,15,16,16,17,17,18,18,18-Tritriacontafluorooctadecan-1-ol']","1.26 [-1.13, 2.61]",3.741151667,0.33,,
Organohalogen compounds,Alkyl fluorides,444,9,0.09684684684684684,['176676-71-4'],['17:2 Fluorotelomer alcohol'],[nan],"1.28 [-1.11, 2.64]",3.747501207,0.33,,
Organohalogen compounds,Alkyl fluorides,444,9,0.09684684684684684,['65104-65-6'],"['1,1,2,2-Tetrahydroperfluoroeicosyl alcohol']","['3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14,15,15,16,16,17,17,18,18,19,19,20,20,20-Heptatriacontafluoroicosan-1-ol']","1.30 [-1.09, 2.67]",3.75634606,0.33,,
Organohalogen compounds,Alkyl fluorides,444,9,0.09684684684684684,['117844-18-5'],"[""2-(o-Cyanophenoxy)-3'-hydroxy-4'-(perfluorobutyryl)aminotetradecananilide""]","['(1E)-2-(2-Cyanophenoxy)-N-[4-(2,2,3,3,4,4,4-heptafluorobutanamido)-3-hydroxyphenyl]tetradecanimidic acid']","1.32 [-1.42, 2.77]",4.18843781,0.74,,
Organohalogen compounds,Alkyl fluorides,444,9,0.09684684684684684,['2923-93-5'],"['2-[2,4-Bis(1,1-dimethylpropyl)phenoxy]-N-[4-[(2,2,3,3,4,4,4-heptafluoro-1-oxobutyl)amino]-3-hydroxyphenyl]-Hexanamide']","['2-[2,4-Bis(2-methylbutan-2-yl)phenoxy]-N-[4-(2,2,3,3,4,4,4-heptafluorobutanamido)-3-hydroxyphenyl]hexanamide']","1.32 [-1.15, 2.69]",3.833241538,0.74,,
Organohalogen compounds,Alkyl fluorides,444,9,0.09684684684684684,['100066-53-3'],"['N-ethyl-2-[[[[3-[[[[3-[[[[3-[[[2-[ethyl[(perfluorooctyl)sulfonyl]amino]ethoxy]carbonyl]amino]methylphenyl]amino]carbonyl]amino]methylphenyl]amino]carbonyl]amino]methylphenyl]amino]carbonyl]oxy]-N,N-dimethylethanaminium']",[nan],"1.38 [-1.01, 2.94]",3.955206253,0.74,,
